R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Julio Arce,Andre Ewell,-220,180,45.45454545,180,24/07/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,4.35,0.41,0.1,0.27,0.66,2,3,21,0,0,3,1,0,0,0,4,Southpaw,172.72,190.5,135,1,0,0,4.31,0.36,0.5,0.52,0.3,3,2,17,0,0,0,1,2,1,0,4,Southpaw,170.18,177.8,145,31,33,0,0,-1,0,1,4,0,-2,-1,2.54,12.7,2,0.04,-0.4,-0.25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,03:45,525,120,275,450,1600,500,900
Sijara Eubanks,Elise Reed,-410,310,24.3902439,310,24/07/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,0,0,0.26,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,160.02,125,2,0,0,4.56,0.43,0.4,1.94,0.47,2,4,24,0,0,0,4,0,0,0,4,Orthodox,162.56,170.18,135,36,28,-2,0,-2,-4,-4,-24,0,0,0,-2.54,-10.16,-8,-4.3,-0.4,-1.94,1,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,03:49,229,110,600,350,1600,300,1000
Diana Belbita,Hannah Goldy,-120,100,83.33333333,100,24/07/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,6.4,0.47,0,0.67,0.33,1,1,6,0,0,0,1,0,0,0,1,Orthodox,162.56,154.94,125,2,0,0,6.72,0.46,0,0.92,0.66,0,2,4,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,25,29,-1,0,1,1,-1,2,0,0,0,-7.62,-17.78,4,-0.32,0,-0.25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,05:00,900,165,165,650,1000,750,700
Islam Makhachev,Thiago Moises,-900,600,11.11111111,600,17/07/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,5,0,3,0,2.49,0.37,1.2,1.03,0.35,3,2,18,0,0,0,3,1,1,0,5,Orthodox,175.26,177.8,155,0,7,0,2.24,0.58,1,3.31,0.65,7,1,20,0,0,0,4,1,3,0,8,Southpaw,177.8,177.8,155,29,26,0,-4,-4,-3,1,-2,0,0,-2,-2.54,0,-3,0.25,0.2,-2.28,1,1,,11,,,,,,,,,11,,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,4,02:38,1058,-105,1000,275,1800,330,1600
Marion Reneau,Miesha Tate,155,-180,155,55.55555556,17/07/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,2,0,0,2.13,0.42,1.5,2.16,0.32,5,6,48,3,1,0,6,0,4,0,11,Orthodox,167.64,165.1,135,4,0,1,3.2,0.41,0.8,0.62,0.63,2,6,33,0,0,0,1,2,2,0,5,Orthodox,167.64,172.72,135,44,34,-2,0,3,6,0,15,3,-2,2,0,-7.62,-10,-1.07,0.7,1.54,1,1,,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Elbows,3,01:53,713,240,110,700,500,1100,1200
Jeremy Stephens,Mateusz Gamrot,220,-275,220,36.36363636,17/07/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,4.1,0.48,0.7,5.35,0.34,1,1,5,0,0,0,0,1,0,0,1,Southpaw,177.8,177.8,155,4,0,0,3.17,0.4,0.4,1.16,0.38,3,17,85,0,0,1,6,8,0,0,15,Orthodox,175.26,180.34,145,35,30,-4,1,-2,-14,-16,-80,0,-7,0,2.54,-2.54,-5,0.93,0.3,4.19,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Kimura,1,01:05,65,500,150,1600,1100,450,180
Rodolfo Vieira,Dustin Stoltzfus,-210,175,47.61904762,175,17/07/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,1,0,0,3.68,0.41,0.5,0.48,0.09,1,1,4,0,0,0,0,1,0,0,1,Orthodox,182.88,190.5,185,1,0,0,2.6,0.49,1.4,5.77,0.52,2,1,5,0,0,0,0,0,2,0,2,Orthodox,182.88,185.42,185,31,29,0,0,-1,-1,0,-1,0,1,-2,0,5.08,-2,1.08,-0.9,-5.29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3,01:54,714,400,400,-110,1400,800,500
Gabriel Benitez,Billy Quarantillo,-150,130,66.66666667,130,17/07/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,1,0,0,7.08,0.64,1.7,1.66,0.34,4,1,14,0,0,0,1,2,1,0,4,Orthodox,177.8,177.8,145,0,1,0,4.35,0.39,1.2,0.15,0.5,2,4,21,0,0,0,2,2,2,0,6,Southpaw,172.72,180.34,155,33,32,1,-1,2,-2,-3,-7,0,0,-1,5.08,-2.54,-1,2.73,0.5,1.51,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,03:40,820,150,350,600,850,350,500
Daniel Rodriguez,Preston Parsons,-300,235,33.33333333,235,17/07/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,0,0,0,6.08,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,0,1,0,8.07,0.48,0.2,1,0.55,4,1,15,0,0,0,3,1,1,0,5,Southpaw,185.42,187.96,170,34,26,0,-1,-4,-5,-1,-15,0,-1,-1,-5.08,-7.62,-8,-1.99,-0.2,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,03:47,227,350,650,900,800,-135,1200
Amanda Lemos,Montserrat Conejo,-600,435,16.66666667,435,17/07/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,1.16,0.37,1.9,3.85,0.8,1,0,3,0,0,0,1,0,0,0,1,Southpaw,152.4,154.94,115,0,3,0,6.32,0.63,0.5,1.95,1,3,1,7,0,0,0,1,1,1,0,3,Southpaw,162.56,165.1,115,34,28,0,-2,-2,-2,-1,-4,0,-1,-1,-10.16,-10.16,-6,-5.16,1.4,1.9,1,1,,14,,,14,,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,00:35,35,120,800,500,1600,175,2000
Khalid Taha,Sergey Morozov,-140,120,71.42857143,120,17/07/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,3,1,0,0,2.41,0.42,0,3.81,0.37,0,1,2,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,135,1,0,0,2.69,0.33,0.3,0,0,1,2,10,0,0,0,0,1,0,0,1,Orthodox,165.1,175.26,135,29,32,0,0,-1,-1,-1,-8,0,-1,0,2.54,-5.08,3,-0.28,-0.3,3.81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,05:00,900,200,180,500,1200,400,900
Francisco Figueiredo,Malcolm Gordon,-310,245,32.25806452,245,17/07/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Flyweight,MALE,3,2,0,0,2.4,0.46,0,1.47,0.18,0,2,2,0,0,0,0,0,0,0,0,Switch,170.18,180.34,125,0,1,0,1.9,0.58,0,3,0.75,1,0,3,0,0,0,1,0,0,0,1,Southpaw,167.64,172.72,135,31,31,2,-1,-1,-1,2,-1,0,0,0,2.54,7.62,0,0.5,0,-1.53,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,05:00,900,275,550,450,800,120,1200
Alan Baudot,Rodrigo Nascimento,310,-410,310,24.3902439,17/07/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Heavyweight,MALE,3,1,0,0,5.46,0.57,1.7,1.71,0.4,2,1,4,0,0,0,0,0,2,0,2,Orthodox,187.96,203.2,246,1,0,0,7.81,0.61,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,243,33,28,0,0,2,2,0,3,0,0,2,-2.54,2.54,-5,-2.35,1.7,1.71,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,01:29,389,1000,500,1800,-125,500,400
Dustin Poirier,Conor McGregor,-129,100,77.51937984,100,07/10/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,5,1,0,0,5.32,0.49,0.1,0.67,0.55,7,3,27,4,1,0,1,8,0,0,10,Southpaw,175.26,187.96,155,0,2,0,5.62,0.5,1.2,1.5,0.36,5,6,64,2,1,0,6,10,3,0,20,Southpaw,175.26,182.88,155,32,32,1,-2,2,-10,-3,-37,2,-2,-3,0,5.08,0,-0.3,-1.1,-0.83,1,1,6,1,,,,,,,,,1,,,,6,,,,,,,,,6,,,,15,Red,KO/TKO,,1,05:00,300,550,700,575,2200,165,150
Gilbert Burns,Stephen Thompson,130,-162,130,61.72839506,07/10/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,0,2,1,4.06,0.43,0,0.3,0.45,7,4,48,2,0,0,6,5,0,0,11,Orthodox,182.88,190.5,170,1,0,0,3.12,0.46,0.6,2.16,0.36,6,4,39,1,0,0,5,3,4,0,12,Orthodox,177.8,180.34,170,34,38,-1,2,1,-1,0,9,1,2,-4,5.08,10.16,4,0.94,-0.6,-1.86,1,1,4,2,,,,,,,,2,,,,,,,,,,,,,4,,,,,,Red,U-DEC,,3,05:00,900,400,150,475,2500,525,250
Tai Tuivasa,Greg Hardy,-130,105,76.92307692,105,07/10/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,3,1,0,0,4.84,0.5,0,0.2,0.33,2,3,19,0,0,0,1,5,0,0,6,Orthodox,195.58,203.2,265,0,2,0,4.48,0.5,0,0,0,3,3,14,0,0,0,1,4,0,0,5,Southpaw,187.96,190.5,264,28,32,1,-2,-1,1,0,5,0,1,0,7.62,12.7,4,0.36,0,0.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,01:07,67,350,350,1600,1800,160,265
Irene Aldana,Yana Kunitskaya,-107,-115,93.45794393,86.95652174,07/10/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Bantamweight,FEMALE,3,0,2,0,4.28,0.56,0.2,1.53,0.53,2,2,16,1,0,0,4,0,0,0,4,Orthodox,167.64,172.72,135,1,0,0,5.61,0.39,0.1,0.22,0.5,3,4,27,0,0,1,2,1,1,0,5,Orthodox,175.26,172.72,135,33,31,-1,2,-1,-1,-2,-11,1,-1,-1,-7.62,0,-2,-1.33,0.1,1.31,1,1,5,4,,,,4,,,,,,,,,,,,,5,,,,,,,,,,Red,KO/TKO,Punches,1,04:35,275,160,150,1200,1200,425,800
Sean O'Malley,Kris Moutinho,-1000,580,10,580,07/10/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,0,0,0,4.81,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,172.72,135,0,1,0,8.25,0.62,0.6,0.63,0.5,5,1,13,0,0,0,2,4,0,0,6,Switch,180.34,182.88,135,26,28,0,-1,-5,-6,-1,-13,0,-4,0,-10.16,-10.16,2,-3.44,-0.6,-0.63,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,04:33,873,400,1400,800,1600,-300,1200
Carlos Condit,Max Griffin,150,-190,150,52.63157895,07/10/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,2,0,4.35,0.49,0.4,1.63,0.53,2,6,29,0,1,0,1,3,0,0,5,Orthodox,180.34,193.04,170,0,2,0,3.66,0.39,1,0.59,0.46,5,10,63,3,0,1,3,6,4,0,14,Orthodox,187.96,190.5,170,37,35,0,0,-3,-9,-4,-34,-3,-3,-4,-7.62,2.54,-2,0.69,-0.6,1.04,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,05:00,900,280,135,1100,1000,700,275
Niko Price,Michel Pereira,150,-186,150,53.76344086,07/10/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,2,0,4.22,0.55,0.8,2.01,0.62,2,2,13,0,0,0,1,1,1,0,3,Orthodox,185.42,185.42,170,1,0,0,5.29,0.41,0.9,0.75,0.2,2,4,21,0,0,0,0,4,2,0,6,Orthodox,182.88,193.04,170,31,27,-1,2,0,-3,-2,-8,0,-3,-1,2.54,-7.62,-4,-1.07,-0.1,1.26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,05:00,900,450,275,1400,650,295,200
Ryan Hall,Ilia Topuria,185,-235,185,42.55319149,07/10/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,0,2,0,2.77,0.48,3.4,3.35,0.55,2,0,4,0,0,0,1,1,0,0,2,Orthodox,170.18,175.26,145,0,4,0,2.3,0.44,0.9,0.29,0.11,4,0,10,0,0,0,3,0,1,0,4,Southpaw,177.8,177.8,145,36,24,0,-2,-2,-2,0,-6,0,1,-1,-7.62,-2.54,-12,0.47,2.5,3.06,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,04:47,287,500,225,375,925,1100,165
Trevin Giles,Dricus Du Plessis,-106,-118,94.33962264,84.74576271,07/10/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,0,1,0,5.07,0.48,0,2.99,0.5,1,0,1,0,0,0,0,1,0,0,1,Switch,185.42,193.04,185,0,3,0,3.14,0.54,0.3,1.27,0.8,3,2,20,0,0,1,1,3,0,0,5,Orthodox,182.88,187.96,185,28,27,0,-2,-2,-4,-2,-19,0,-2,0,2.54,5.08,-1,1.93,-0.3,1.72,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,01:41,401,210,450,1000,425,450,300
Jennifer Maia,Jessica Eye,-200,162,50,162,07/10/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,2,0,0,3.96,0.36,0.5,0.55,0.44,3,8,42,1,0,2,2,1,0,0,5,Orthodox,167.64,167.64,125,1,0,0,3.8,0.38,0.1,0.29,0.5,2,3,18,1,0,0,2,0,1,0,3,Orthodox,162.56,162.56,125,32,34,1,0,1,2,5,24,0,1,-1,5.08,5.08,2,0.16,0.4,0.26,1,1,8,4,4,,,,,,,,,,,,,8,,,,,,,,,,,,,Red,U-DEC,,3,05:00,900,105,225,625,1200,900,1000
Omari Akhmedov,Brad Tavares,130,-162,130,61.72839506,07/10/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,0,1,0,3.18,0.42,0,0.91,0.27,5,6,52,0,0,2,9,2,0,0,13,Orthodox,185.42,187.96,185,0,1,1,2.97,0.34,0.2,2.58,0.45,3,4,35,0,0,1,5,2,1,0,9,Orthodox,182.88,185.42,185,33,33,0,0,2,4,2,17,0,0,-1,2.54,2.54,0,0.21,-0.2,-1.67,1,1,14,12,,,,,,,12,,,,,,,,,,,,,14,,,,,,,Red,S-DEC,,3,05:00,900,250,130,750,1200,650,400
Zhalgas Zhumagulov,Jerome Rivera,-315,240,31.74603175,240,07/10/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Flyweight,MALE,3,3,0,0,3.21,0.33,0,0,0,1,3,9,0,0,0,1,0,0,0,1,Southpaw,177.8,182.88,125,2,0,0,4.21,0.49,0.5,1.4,0.21,0,2,6,0,0,0,0,0,0,0,0,Switch,162.56,167.64,125,32,26,1,0,1,1,1,3,0,0,0,15.24,15.24,-6,-1,-0.5,-1.4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,02:02,122,-125,500,700,800,350,1000
Ciryl Gane,Alexander Volkov,-155,125,64.51612903,125,6/26/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,5,0,2,0,4.88,0.59,0.2,0.66,0.7,4,2,28,0,0,1,2,4,0,0,7,Orthodox,200.66,203.2,250,0,5,0,5.04,0.55,0.5,1.13,0.26,5,0,14,0,0,0,2,1,2,0,5,Orthodox,193.04,205.74,245,31,32,0,-3,-1,2,2,14,0,3,-2,7.62,-2.54,1,-0.16,-0.3,-0.47,1,1,5,4,,,,,4,,,,,,,,,,,,,5,,,,,,,,,Red,U-DEC,,5,05:00,1500,188,300,700,375,275,1600
Tanner Boser,Ovince Saint Preux,-195,153,51.28205128,153,6/26/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,3,1,0,0,2.68,0.46,0.6,1.19,0.4,5,11,69,1,1,0,4,9,5,0,19,Southpaw,190.5,203.2,205,2,0,0,4.21,0.52,0,0,0,2,3,15,0,0,0,1,2,0,0,3,Orthodox,187.96,190.5,255,29,38,-1,0,3,16,8,54,1,7,5,2.54,12.7,9,-1.53,0.6,1.19,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,02:31,451,175,250,1800,350,700,500
Raoni Barcelos,Timur Valiev,-230,180,43.47826087,180,6/26/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,3,0,1,0,5.5,0.71,0,2.73,0.66,1,0,5,0,0,0,1,0,0,0,1,Orthodox,167.64,170.18,135,0,5,0,5.59,0.52,0.7,2.23,0.56,5,0,13,0,0,0,2,2,1,0,5,Orthodox,170.18,170.18,135,34,31,0,-4,-4,-4,0,-8,0,-2,-1,-2.54,0,-3,-0.09,-0.7,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,M-DEC,,3,05:00,900,125,375,600,325,800,1250
Tim Means,Nicolas Dalby,-143,113,69.93006993,113,6/26/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,0,2,1,3.2,0.37,0,1.45,0.33,2,2,19,0,0,1,2,0,0,0,3,Orthodox,180.34,187.96,170,0,2,0,5.16,0.48,0.2,0.92,0.41,4,9,51,0,0,1,5,5,2,0,13,Orthodox,187.96,190.5,170,37,36,0,0,-2,-10,-7,-32,0,-5,-2,-7.62,-2.54,-1,-1.96,-0.2,0.53,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,05:00,900,165,400,800,225,600,1000
Renato Moicano,Jai Herbert,-250,195,40,195,6/26/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,1,0,0,1.83,0.3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,155,1,0,0,5.4,0.46,0.6,1.28,0.53,3,4,20,0,0,2,1,0,3,0,6,Orthodox,180.34,182.88,155,32,33,0,0,-3,-6,-3,-17,0,0,-3,5.08,12.7,1,-3.57,-0.6,-1.28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,04:34,574,240,550,175,550,325,1500
Kennedy Nzechukwu,Danilo Marques,-136,110,73.52941176,110,6/26/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,0,2,0,1.81,0.88,1.2,4.83,0.34,2,0,5,0,0,0,1,0,1,0,2,Orthodox,198.12,195.58,205,0,2,0,5.38,0.43,0,0,0,2,1,12,0,0,1,1,2,0,0,4,Southpaw,195.58,210.82,205,29,35,0,0,0,-2,-1,-7,0,-2,1,2.54,-15.24,6,-3.57,1.2,4.83,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,00:20,620,350,175,2000,350,850,260
Shavkat Rakhmonov,Michel Prazeres,-305,235,32.78688525,235,6/26/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,1,0,0,2.44,0.47,0.6,4.11,0.36,8,3,35,0,0,3,4,0,3,0,10,Orthodox,167.64,170.18,170,0,1,0,2.79,0.52,3.2,0,0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,185.42,195.58,170,26,39,1,-1,7,9,3,34,0,0,2,-17.78,-25.4,13,-0.35,-2.6,4.11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,02:10,430,225,135,675,450,1200,700
Warlley Alves,Jeremiah Wells,-240,187,41.66666667,187,6/26/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Switch,175.26,187.96,170,0,1,0,3.09,0.47,1,1.48,0.54,4,4,28,0,0,0,2,3,3,0,8,Orthodox,180.34,182.88,170,30,34,0,-1,-4,-8,-4,-28,0,-3,-3,-5.08,5.08,4,-3.09,-1,-1.48,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,00:30,330,333,155,450,450,525,1000
Marcin Prachnio,Ike Villanueva,-225,180,44.44444444,180,6/26/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,3.62,0.4,0,0,0,1,2,5,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,205,0,1,0,5.4,0.47,0,0,0,1,3,6,0,0,0,1,0,0,0,1,Orthodox,190.5,187.96,205,32,37,0,0,0,0,-1,-1,0,1,0,-5.08,-2.54,5,-1.78,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,2,00:56,356,225,180,1200,600,225,2000
Julia Avila,Julija Stoliarenko,-375,275,26.66666667,275,6/26/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Bantamweight,FEMALE,3,2,0,0,2.1,0.34,0.5,0,0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,170.18,167.64,135,1,0,0,3.1,0.41,0,0.49,0.5,2,1,7,0,0,0,1,1,0,0,2,Orthodox,170.18,172.72,135,33,28,1,0,-2,-2,1,-1,0,-1,0,0,-5.08,-5,-1,0.5,-0.49,1,1,,15,,,,15,,,,,,,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,3,04:19,859,100,225,675,600,1400,650
Charles Rosa,Justin Jaynes,-177,140,56.49717514,140,6/26/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,3,0,0,3.58,0.42,0.6,0,0,1,3,7,0,0,0,0,1,0,0,1,Orthodox,170.18,172.72,145,1,0,0,3.11,0.37,1,1.76,0.32,1,5,25,0,0,1,1,0,2,0,4,Switch,175.26,175.26,145,34,31,2,0,0,-3,-2,-18,0,1,-2,-5.08,-2.54,-3,0.47,-0.4,-1.76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,05:00,900,275,625,220,375,250,1600
Yancy Medeiros,Damir Hadzovic,120,-150,120,66.66666667,6/26/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,2,0,0,2.99,0.46,0.2,0.68,0.6,2,4,16,0,0,1,0,2,0,0,3,Orthodox,175.26,177.8,155,3,0,0,4.05,0.35,0.5,0.12,0.25,3,7,31,0,0,1,1,3,3,0,8,Orthodox,177.8,190.5,155,33,34,-1,0,-1,-5,-3,-15,0,-1,-3,-2.54,-12.7,1,-1.06,-0.3,0.56,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,05:00,900,260,550,750,225,260,1100
Chan Sung Jung,Dan Ige,130,-162,130,61.72839506,6/19/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,5,0,1,0,3.82,0.46,0.4,1.38,0.25,6,2,26,0,0,2,2,2,2,0,8,Orthodox,170.18,180.34,145,1,0,0,4.07,0.43,0.7,0.82,0.47,3,5,29,1,0,0,0,4,2,0,6,Orthodox,170.18,182.88,145,34,29,-1,1,3,2,-3,-3,-1,-2,0,0,-2.54,-5,-0.25,-0.3,0.56,1,1,8,4,,,,,,,,,,4,,,,,,,,,,,,,8,,,,Red,U-DEC,,5,05:00,1500,260,225,775,1000,300,275
Aleksei Oleinik,Serghei Spivac,200,-265,200,37.73584906,6/19/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Heavyweight,MALE,3,0,2,0,3.85,0.5,0.2,2.83,0.63,2,2,11,0,1,0,0,1,1,0,3,Orthodox,190.5,198.12,260,2,0,0,3.55,0.5,2.2,2.16,0.46,2,6,22,0,0,1,0,1,6,0,8,Orthodox,187.96,203.2,240,43,26,-2,2,0,-5,-4,-11,0,0,-5,2.54,-5.08,-17,0.3,-2,0.67,1,1,,15,,,,,15,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,05:00,900,,500,,1800,,-145
Marlon Vera,Davey Grant,-230,180,43.47826087,180,6/19/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,0,3,0,4.21,0.47,0.2,2.07,0.46,3,3,17,0,0,1,1,2,0,0,4,Orthodox,172.72,175.26,135,1,0,0,3.91,0.5,1.3,0.88,0.42,5,6,38,0,0,0,1,5,4,0,10,Switch,172.72,177.8,135,28,35,-1,3,-2,-6,-3,-21,0,-3,-4,0,-2.54,7,0.3,-1.1,1.19,1,1,,15,,,,,,,,,,,15,,,,,,,,,,,,,,,,Red,U-DEC,,3,05:00,900,188,450,300,1200,400,450
